站号,经度,纬度,海拔,年,月,日,均温,高温,低温,20-8降水,8-20降水,20-20降水,小型蒸发量,大型蒸发量,平均风速,最大风速,最大风速时风向,极大风速,极大风速时风向,日照时数,均地温,高地温,低地温,平均湿度,最小湿度,平均气压,最高气压,最低气压,
50434,5030,12128,107325,1965,9,24,128,190,69,32700,32700,32700,55,32766,48,32766,,32766,,61,133,250,53,60,32766,9256,32766,32766,
50434,5030,12128,107325,1965,9,25,69,124,34,32700,14,14,18,32766,40,32766,,32766,,23,88,237,26,83,32766,9290,32766,32766,
50434,5030,12128,107325,1965,9,26,45,95,-35,32700,0,32700,26,32766,18,32766,,32766,,18,37,154,-35,67,32766,9310,32766,32766,
50434,5030,12128,107325,1965,9,27,45,120,-33,0,0,0,34,32766,15,32766,,32766,,107,52,254,-40,62,32766,9283,32766,32766,
50434,5030,12128,107325,1965,9,28,30,143,-82,0,32700,32700,31,32766,10,32766,,32766,,66,62,267,-72,75,32766,9244,32766,32766,
50434,5030,12128,107325,1965,9,29,27,72,-19,32700,0,32700,42,32766,30,32766,,32766,,105,44,200,-55,53,32766,9250,32766,32766,
50434,5030,12128,107325,1965,9,30,10,106,-105,0,11,11,18,32766,0,32766,,32766,,56,34,222,-92,65,32766,9271,32766,32766,
50434,5030,12128,107325,1965,10,1,31,113,-30,8,0,8,10,32766,0,32766,,32766,,19,53,169,-23,83,32766,9301,32766,32766,
50434,5030,12128,107325,1965,10,2,79,166,-30,0,0,0,42,32766,45,32766,,32766,,74,76,219,-30,58,32766,9282,32766,32766,
50434,5030,12128,107325,1965,10,3,71,105,23,17,25,42,23,32766,38,32766,,32766,,35,61,180,6,67,32766,9210,32766,32766,
50434,5030,12128,107325,1965,10,4,21,79,-22,32700,32700,32700,30,32766,40,32766,,32766,,61,26,166,-43,68,32766,9311,32766,32766,
50434,5030,12128,107325,1965,10,5,-6,67,-61,0,0,0,28,32766,18,32766,,32766,,95,22,172,-67,66,32766,9316,32766,32766,
50434,5030,12128,107325,1965,10,6,-3,84,-92,32700,0,32700,20,32766,13,32766,,32766,,83,19,219,-95,64,32766,9337,32766,32766,
50434,5030,12128,107325,1965,10,7,-18,117,-117,0,0,0,22,32766,18,32766,,32766,,103,23,224,-108,67,32766,9330,32766,32766,
50434,5030,12128,107325,1965,10,8,1,146,-116,0,0,0,22,32766,8,32766,,32766,,101,38,250,-105,62,32766,9307,32766,32766,
50434,5030,12128,107325,1965,10,9,8,153,-100,0,0,0,22,32766,18,32766,,32766,,98,38,254,-105,69,32766,9306,32766,32766,
50434,5030,12128,107325,1965,10,10,19,157,-92,0,0,0,23,32766,15,32766,,32766,,92,58,290,-90,67,32766,9353,32766,32766,
50434,5030,12128,107325,1965,10,11,36,153,-86,0,0,0,25,32766,23,32766,,32766,,64,48,249,-80,62,32766,9370,32766,32766,
50434,5030,12128,107325,1965,10,12,42,91,14,1,0,1,48,32766,43,32766,,32766,,71,58,213,0,52,32766,9322,32766,32766,
50434,5030,12128,107325,1965,10,13,8,64,-71,0,0,0,13,32766,28,32766,,32766,,0,22,134,-74,79,32766,9297,32766,32766,
50434,5030,12128,107325,1965,10,14,12,43,-18,0,0,0,33,32766,43,32766,,32766,,96,13,142,-60,42,32766,9307,32766,32766,
50434,5030,12128,107325,1965,10,15,-27,42,-80,0,0,0,28,32766,33,32766,,32766,,97,-15,132,-103,55,32766,9316,32766,32766,
50434,5030,12128,107325,1965,10,16,-46,89,-142,0,0,0,20,32766,8,32766,,32766,,95,-12,175,-131,64,32766,9313,32766,32766,
50434,5030,12128,107325,1965,10,17,-18,110,-108,0,32700,32700,19,32766,28,32766,,32766,,55,6,190,-105,71,32766,9238,32766,32766,
50434,5030,12128,107325,1965,10,18,14,157,-86,0,0,0,34,32766,25,32766,,32766,,96,14,242,-93,66,32766,9226,32766,32766,
50434,5030,12128,107325,1965,10,19,-32,47,-133,0,0,0,29,32766,20,32766,,32766,,88,-17,139,-141,43,32766,9381,32766,32766,
50434,5030,12128,107325,1965,10,20,-80,38,-178,0,0,0,14,32766,10,32766,,32766,,94,-50,114,-173,63,32766,9437,32766,32766,
50434,5030,12128,107325,1965,10,21,-54,86,-169,0,0,0,15,32766,15,32766,,32766,,92,-20,173,-153,67,32766,9384,32766,32766,
50434,5030,12128,107325,1965,10,22,-16,82,-74,0,0,0,19,32766,13,32766,,32766,,83,-4,179,-96,66,32766,9305,32766,32766,
50434,5030,12128,107325,1965,10,23,-24,95,-107,0,0,0,16,32766,8,32766,,32766,,89,-8,172,-104,67,32766,9285,32766,32766,
50434,5030,12128,107325,1965,10,24,24,118,-86,0,32700,32700,36,32766,45,32766,,32766,,26,16,123,-101,62,32766,9152,32766,32766,
50434,5030,12128,107325,1965,10,25,-20,82,-54,30005,0,30005,36,32766,73,32766,,32766,,93,-22,84,-102,48,32766,9210,32766,32766,
50434,5030,12128,107325,1965,10,26,-72,67,-167,0,0,0,15,32766,10,32766,,32766,,85,-53,153,-158,68,32766,9256,32766,32766,
50434,5030,12128,107325,1965,10,27,-47,47,-157,0,31067,31067,0,32766,13,32766,,32766,,26,-42,65,-158,85,32766,9212,32766,32766,
50434,5030,12128,107325,1965,10,28,-41,5,-125,0,0,0,9,32766,10,32766,,32766,,64,-57,89,-186,80,32766,9262,32766,32766,
50434,5030,12128,107325,1965,10,29,-111,-23,-215,0,32700,32700,2,32766,8,32766,,32766,,34,-103,10,-241,80,32766,9358,32766,32766,
50434,5030,12128,107325,1965,10,30,-51,25,-110,32700,0,32700,7,32766,5,32766,,32766,,45,-57,62,-146,74,32766,9321,32766,32766,
50434,5030,12128,107325,1965,10,31,-117,-20,-202,32700,32700,32700,5,32766,15,32766,,32766,,74,-111,33,-211,83,32766,9339,32766,32766,
50434,5030,12128,107325,1965,11,1,-92,2,-197,0,32700,32700,7,32766,13,32766,,32766,,81,-94,57,-195,77,32766,9248,32766,32766,
50434,5030,12128,107325,1965,11,2,-51,6,-134,32700,32700,32700,6,32766,23,32766,,32766,,0,-60,28,-140,78,32766,9184,32766,32766,
50434,5030,12128,107325,1965,11,3,-45,33,-130,0,0,0,8,32766,8,32766,,32766,,72,-45,54,-143,74,32766,9172,32766,32766,
50434,5030,12128,107325,1965,11,4,-72,-27,-137,0,0,0,16,32766,25,32766,,32766,,80,-79,19,-182,62,32766,9170,32766,32766,
50434,5030,12128,107325,1965,11,5,-172,-123,-219,0,0,0,6,32766,25,32766,,32766,,80,-153,-7,-245,53,32766,9287,32766,32766,
50434,5030,12128,107325,1965,11,6,-153,-112,-241,32700,31009,31009,1,32766,30,32766,,32766,,0,-121,-64,-223,75,32766,9272,32766,32766,
50434,5030,12128,107325,1965,11,7,-169,-123,-211,32700,32700,32700,5,32766,43,32766,,32766,,77,-152,-73,-218,74,32766,9355,32766,32766,
50434,5030,12128,107325,1965,11,8,-226,-139,-298,0,0,0,3,32766,8,32766,,32766,,81,-197,-49,-283,75,32766,9366,32766,32766,
50434,5030,12128,107325,1965,11,9,-253,-156,-328,0,0,0,3,32766,8,32766,,32766,,79,-220,-61,-305,72,32766,9338,32766,32766,
50434,5030,12128,107325,1965,11,10,-241,-149,-321,0,0,0,4,32766,20,32766,,32766,,81,-222,-83,-292,72,32766,9323,32766,32766,
50434,5030,12128,107325,1965,11,11,-230,-122,-306,0,0,0,4,32766,10,32766,,32766,,79,-210,-50,-293,71,32766,9334,32766,32766,
50434,5030,12128,107325,1965,11,12,-180,-73,-294,0,32700,32700,6,32766,23,32766,,32766,,39,-167,-44,-277,66,32766,9288,32766,32766,
50434,5030,12128,107325,1965,11,13,-114,-93,-126,31033,31001,31034,20,32766,50,32766,,32766,,0,-108,-78,-141,77,32766,9156,32766,32766,
50434,5030,12128,107325,1965,11,14,-200,-119,-280,0,0,0,2,32766,18,32766,,32766,,68,-242,-93,-321,78,32766,9244,32766,32766,
50434,5030,12128,107325,1965,11,15,-247,-150,-324,0,0,0,2,32766,5,32766,,32766,,73,-253,-113,-358,79,32766,9284,32766,32766,
50434,5030,12128,107325,1965,11,16,-246,-142,-318,32700,32700,32700,0,32766,10,32766,,32766,,48,-245,-87,-341,81,32766,9324,32766,32766,
50434,5030,12128,107325,1965,11,17,-252,-125,-337,0,0,0,2,32766,0,32766,,32766,,69,-266,-39,-376,78,32766,9315,32766,32766,
50434,5030,12128,107325,1965,11,18,-152,-69,-249,0,31009,31009,1,32766,8,32766,,32766,,24,-146,-39,-271,87,32766,9219,32766,32766,
50434,5030,12128,107325,1965,11,19,-133,-95,-218,31006,0,31006,4,32766,18,32766,,32766,,47,-166,-83,-317,66,32766,9250,32766,32766,
50434,5030,12128,107325,1965,11,20,-296,-199,-357,0,0,0,0,32766,8,32766,,32766,,73,-314,-153,-387,74,32766,9322,32766,32766,
50434,5030,12128,107325,1965,11,21,-282,-181,-376,0,32700,32700,1,32766,5,32766,,32766,,16,-270,-89,-407,77,32766,9297,32766,32766,
50434,5030,12128,107325,1965,11,22,-207,-125,-307,32700,32700,32700,1,32766,0,32766,,32766,,41,-198,-95,-326,80,32766,9310,32766,32766,
50434,5030,12128,107325,1965,11,23,-169,-114,-278,31017,31001,31018,6,32766,15,32766,,32766,,34,-186,-107,-337,79,32766,9351,32766,32766,
50434,5030,12128,107325,1965,11,24,-318,-223,-386,0,0,0,1,32766,10,32766,,32766,,69,-336,-190,-405,76,32766,9370,32766,32766,
50434,5030,12128,107325,1965,11,25,-283,-206,-358,31002,32700,31002,1,32766,10,32766,,32766,,39,-288,-193,-380,77,32766,9317,32766,32766,
50434,5030,12128,107325,1965,11,26,-301,-214,-385,0,31001,31001,2,32766,0,32766,,32766,,63,-293,-133,-397,77,32766,9272,32766,32766,
50434,5030,12128,107325,1965,11,27,-204,-140,-306,31007,31017,31024,1,32766,8,32766,,32766,,3,-187,-106,-317,82,32766,9179,32766,32766,
50434,5030,12128,107325,1965,11,28,-184,-142,-268,31012,32700,31012,4,32766,10,32766,,32766,,31,-213,-86,-372,85,32766,9214,32766,32766,
50434,5030,12128,107325,1965,11,29,-287,-222,-354,0,0,0,2,32766,18,32766,,32766,,66,-317,-205,-405,77,32766,9318,32766,32766,
50434,5030,12128,107325,1965,11,30,-351,-260,-415,0,0,0,1,32766,15,32766,,32766,,63,-363,-247,-459,77,32766,9304,32766,32766,
50434,5030,12128,107325,1965,12,1,-357,-249,-417,0,0,0,0,32766,5,32766,,32766,,66,-367,-188,-440,78,32766,9240,32766,32766,
50434,5030,12128,107325,1965,12,2,-322,-199,-408,0,0,0,2,32766,8,32766,,32766,,63,-344,-155,-440,76,32766,9252,32766,32766,
50434,5030,12128,107325,1965,12,3,-300,-222,-356,0,0,0,1,32766,10,32766,,32766,,56,-334,-161,-396,76,32766,9309,32766,32766,
50434,5030,12128,107325,1965,12,4,-351,-244,-405,0,0,0,0,32766,23,32766,,32766,,65,-357,-188,-426,77,32766,9348,32766,32766,
50434,5030,12128,107325,1965,12,5,-348,-254,-407,0,0,0,1,32766,15,32766,,32766,,53,-351,-234,-418,78,32766,9311,32766,32766,
50434,5030,12128,107325,1965,12,6,-249,-185,-351,31007,31004,31011,0,32766,0,32766,,32766,,0,-249,-153,-370,82,32766,9185,32766,32766,
50434,5030,12128,107325,1965,12,7,-235,-192,-288,31005,31002,31007,0,32766,8,32766,,32766,,34,-241,-155,-331,80,32766,9142,32766,32766,
50434,5030,12128,107325,1965,12,8,-291,-233,-401,31005,32700,31005,3,32766,23,32766,,32766,,49,-306,-220,-441,76,32766,9207,32766,32766,
50434,5030,12128,107325,1965,12,9,-398,-301,-464,0,0,0,0,32766,0,32766,,32766,,49,-416,-312,-482,78,32766,9220,32766,32766,
50434,5030,12128,107325,1965,12,10,-355,-244,-412,32700,0,32700,1,32766,0,32766,,32766,,62,-395,-289,-455,76,32766,9210,32766,32766,
50434,5030,12128,107325,1965,12,11,-353,-283,-417,31001,31001,31002,0,32766,0,32766,,32766,,38,-383,-246,-442,77,32766,9256,32766,32766,
50434,5030,12128,107325,1965,12,12,-391,-294,-465,32700,32700,32700,1,32766,0,32766,,32766,,48,-418,-299,-493,76,32766,9291,32766,32766,
50434,5030,12128,107325,1965,12,13,-305,-261,-394,32700,32700,32700,1,32766,23,32766,,32766,,10,-308,-232,-428,77,32766,9248,32766,32766,
50434,5030,12128,107325,1965,12,14,-338,-267,-387,31002,32700,31002,3,32766,15,32766,,32766,,41,-344,-252,-416,78,32766,9284,32766,32766,
50434,5030,12128,107325,1965,12,15,-328,-296,-413,31001,32700,31001,1,32766,43,32766,,32766,,0,-326,-276,-436,75,32766,9352,32766,32766,
50434,5030,12128,107325,1965,12,16,-310,-271,-385,32700,31002,31002,2,32766,33,32766,,32766,,30,-318,-257,-426,74,32766,9397,32766,32766,
50434,5030,12128,107325,1965,12,17,-267,-192,-347,31002,31010,31012,6,32766,0,32766,,32766,,0,-265,-168,-366,82,32766,9244,32766,32766,
50434,5030,12128,107325,1965,12,18,-247,-167,-329,32700,31002,31002,1,32766,0,32766,,32766,,0,-256,-143,-389,85,32766,9193,32766,32766,
50434,5030,12128,107325,1965,12,19,-214,-134,-289,31001,31012,31013,0,32766,8,32766,,32766,,11,-244,-113,-344,87,32766,9164,32766,32766,
50434,5030,12128,107325,1965,12,20,-298,-204,-364,0,32700,32700,1,32766,0,32766,,32766,,8,-306,-157,-411,84,32766,9261,32766,32766,
50434,5030,12128,107325,1965,12,21,-325,-235,-390,31002,31003,31005,1,32766,0,32766,,32766,,0,-330,-196,-425,83,32766,9276,32766,32766,
50434,5030,12128,107325,1965,12,22,-356,-272,-426,31001,31001,31002,0,32766,8,32766,,32766,,33,-374,-254,-445,82,32766,9308,32766,32766,
50434,5030,12128,107325,1965,12,23,-376,-296,-443,31001,32700,31001,0,32766,18,32766,,32766,,30,-383,-248,-471,82,32766,9301,32766,32766,
50434,5030,12128,107325,1965,12,24,-371,-276,-427,32700,32700,32700,1,32766,0,32766,,32766,,39,-380,-272,-435,81,32766,9252,32766,32766,
50434,5030,12128,107325,1965,12,25,-299,-224,-401,31004,31002,31006,1,32766,8,32766,,32766,,22,-293,-215,-435,83,32766,9214,32766,32766,
50434,5030,12128,107325,1965,12,26,-306,-195,-417,0,31009,31009,0,32766,0,32766,,32766,,0,-305,-183,-441,84,32766,9261,32766,32766,
50434,5030,12128,107325,1965,12,27,-197,-136,-276,32700,32700,32700,2,32766,23,32766,,32766,,58,-258,-172,-366,77,32766,9248,32766,32766,
50434,5030,12128,107325,1965,12,28,-367,-229,-427,0,0,0,0,32766,0,32766,,32766,,59,-417,-225,-469,78,32766,9412,32766,32766,
50434,5030,12128,107325,1965,12,29,-386,-281,-460,0,0,0,0,32766,5,32766,,32766,,52,-403,-301,-474,78,32766,9449,32766,32766,
50434,5030,12128,107325,1965,12,30,-344,-271,-408,0,0,0,1,32766,15,32766,,32766,,58,-368,-250,-431,77,32766,9392,32766,32766,
50434,5030,12128,107325,1965,12,31,-332,-238,-397,0,0,0,1,32766,5,32766,,32766,,65,-342,-236,-413,78,32766,9350,32766,32766,
50434,5030,12128,107325,1966,1,1,-337,-226,-392,0,0,0,0,32766,0,32766,,32766,,62,-346,-231,-414,77,32766,9358,32766,32766,
50434,5030,12128,107325,1966,1,2,-312,-214,-369,0,0,0,1,32766,5,32766,,32766,,68,-330,-214,-402,78,32766,9345,32766,32766,
50434,5030,12128,107325,1966,1,3,-301,-245,-367,32700,32700,32700,1,32766,18,32766,,32766,,64,-301,-228,-385,79,32766,9285,32766,32766,
50434,5030,12128,107325,1966,1,4,-268,-202,-305,31001,32700,31001,2,32766,5,32766,,32766,,46,-265,-186,-384,81,32766,9239,32766,32766,
50434,5030,12128,107325,1966,1,5,-187,-123,-293,31008,31016,31024,2,32766,5,32766,,32766,,8,-185,-115,-298,82,32766,9123,32766,32766,
50434,5030,12128,107325,1966,1,6,-231,-176,-292,31006,31004,31010,4,32766,18,32766,,32766,,10,-249,-178,-329,81,32766,9127,32766,32766,
50434,5030,12128,107325,1966,1,7,-240,-206,-293,31002,0,31002,2,32766,20,32766,,32766,,60,-300,-214,-397,77,32766,9245,32766,32766,
50434,5030,12128,107325,1966,1,8,-361,-258,-417,0,0,0,1,32766,13,32766,,32766,,61,-395,-277,-448,75,32766,9304,32766,32766,
50434,5030,12128,107325,1966,1,9,-312,-241,-382,31001,31002,31003,1,32766,13,32766,,32766,,34,-321,-249,-420,78,32766,9262,32766,32766,
50434,5030,12128,107325,1966,1,10,-386,-289,-450,32700,0,32700,1,32766,0,32766,,32766,,57,-414,-289,-476,78,32766,9253,32766,32766,
50434,5030,12128,107325,1966,1,11,-381,-285,-446,0,0,0,1,32766,0,32766,,32766,,23,-399,-241,-472,78,32766,9217,32766,32766,
50434,5030,12128,107325,1966,1,12,-291,-221,-413,31001,31001,31002,1,32766,18,32766,,32766,,0,-279,-167,-452,80,32766,9178,32766,32766,
50434,5030,12128,107325,1966,1,13,-313,-257,-386,32700,0,32700,1,32766,33,32766,,32766,,68,-342,-257,-428,78,32766,9206,32766,32766,
50434,5030,12128,107325,1966,1,14,-363,-271,-451,0,31003,31003,2,32766,0,32766,,32766,,51,-368,-221,-474,78,32766,9164,32766,32766,
50434,5030,12128,107325,1966,1,15,-261,-201,-346,31001,32700,31001,2,32766,0,32766,,32766,,35,-267,-181,-381,77,32766,9166,32766,32766,
50434,5030,12128,107325,1966,1,16,-268,-204,-342,31007,32700,31007,0,32766,33,32766,,32766,,65,-293,-198,-402,78,32766,9195,32766,32766,
50434,5030,12128,107325,1966,1,17,-364,-327,-390,0,0,0,1,32766,48,32766,,32766,,63,-392,-299,-445,75,32766,9278,32766,32766,
50434,5030,12128,107325,1966,1,18,-373,-329,-416,0,0,0,1,32766,28,32766,,32766,,58,-403,-283,-490,74,32766,9344,32766,32766,
50434,5030,12128,107325,1966,1,19,-346,-293,-409,0,0,0,0,32766,30,32766,,32766,,61,-354,-277,-416,75,32766,9425,32766,32766,
50434,5030,12128,107325,1966,1,20,-364,-275,-431,0,0,0,1,32766,33,32766,,32766,,60,-369,-188,-440,75,32766,9431,32766,32766,
50434,5030,12128,107325,1966,1,21,-354,-255,-418,0,0,0,2,32766,20,32766,,32766,,63,-361,-174,-424,76,32766,9388,32766,32766,
50434,5030,12128,107325,1966,1,22,-337,-220,-438,0,0,0,1,32766,13,32766,,32766,,72,-357,-142,-467,71,32766,9420,32766,32766,
50434,5030,12128,107325,1966,1,23,-311,-183,-398,0,0,0,1,32766,5,32766,,32766,,72,-327,-111,-421,74,32766,9448,32766,32766,
50434,5030,12128,107325,1966,1,24,-332,-219,-393,0,0,0,2,32766,5,32766,,32766,,73,-347,-135,-419,76,32766,9381,32766,32766,
50434,5030,12128,107325,1966,1,25,-368,-272,-422,0,0,0,0,32766,0,32766,,32766,,63,-366,-189,-450,77,32766,9307,32766,32766,
50434,5030,12128,107325,1966,1,26,-336,-211,-434,0,0,0,2,32766,15,32766,,32766,,65,-329,-149,-448,75,32766,9306,32766,32766,
50434,5030,12128,107325,1966,1,27,-276,-155,-361,0,0,0,3,32766,10,32766,,32766,,73,-296,-102,-396,73,32766,9220,32766,32766,
50434,5030,12128,107325,1966,1,28,-269,-188,-376,31001,31004,31005,3,32766,15,32766,,32766,,21,-276,-131,-416,80,32766,9130,32766,32766,
50434,5030,12128,107325,1966,1,29,-337,-212,-416,32700,31001,31001,0,32766,13,32766,,32766,,38,-343,-164,-436,80,32766,9198,32766,32766,
50434,5030,12128,107325,1966,1,30,-330,-222,-383,31001,32700,31001,1,32766,0,32766,,32766,,72,-349,-130,-416,76,32766,9173,32766,32766,
50434,5030,12128,107325,1966,1,31,-338,-229,-441,31003,32700,31003,2,32766,10,32766,,32766,,67,-344,-189,-470,77,32766,9218,32766,32766,
50434,5030,12128,107325,1966,2,1,-352,-231,-465,31001,0,31001,3,32766,0,32766,,32766,,64,-355,-160,-498,74,32766,9233,32766,32766,
50434,5030,12128,107325,1966,2,2,-236,-222,-305,31004,31013,31017,8,32766,50,32766,,32766,,0,-237,-220,-306,77,32766,9131,32766,32766,
50434,5030,12128,107325,1966,2,3,-317,-234,-408,32700,0,32700,2,32766,20,32766,,32766,,59,-347,-197,-436,68,32766,9223,32766,32766,
50434,5030,12128,107325,1966,2,4,-345,-253,-413,0,0,0,0,32766,8,32766,,32766,,67,-366,-189,-439,73,32766,9231,32766,32766,
50434,5030,12128,107325,1966,2,5,-381,-263,-474,0,0,0,0,32766,13,32766,,32766,,78,-401,-203,-490,71,32766,9281,32766,32766,
50434,5030,12128,107325,1966,2,6,-364,-242,-465,0,0,0,2,32766,5,32766,,32766,,75,-370,-148,-485,73,32766,9285,32766,32766,
50434,5030,12128,107325,1966,2,7,-191,-133,-327,32700,31004,31004,3,32766,15,32766,,32766,,17,-194,-88,-358,82,32766,9240,32766,32766,
50434,5030,12128,107325,1966,2,8,-170,-104,-225,32700,31020,31020,1,32766,8,32766,,32766,,0,-149,-34,-256,89,32766,9218,32766,32766,
50434,5030,12128,107325,1966,2,9,-145,-117,-162,31012,31009,31021,10,32766,38,32766,,32766,,27,-136,-99,-165,82,32766,9195,32766,32766,
50434,5030,12128,107325,1966,2,10,-236,-157,-268,31001,32700,31001,4,32766,35,32766,,32766,,75,-269,-161,-343,65,32766,9304,32766,32766,
50434,5030,12128,107325,1966,2,11,-272,-240,-315,32700,31001,31001,5,32766,38,32766,,32766,,68,-290,-188,-362,64,32766,9312,32766,32766,
50434,5030,12128,107325,1966,2,12,-326,-238,-423,31006,32700,31006,1,32766,18,32766,,32766,,79,-341,-191,-457,77,32766,9237,32766,32766,
50434,5030,12128,107325,1966,2,13,-357,-211,-465,0,0,0,2,32766,0,32766,,32766,,79,-347,-138,-487,74,32766,9272,32766,32766,
50434,5030,12128,107325,1966,2,14,-210,-103,-314,31001,32700,31001,7,32766,15,32766,,32766,,57,-214,-56,-342,71,32766,9217,32766,32766,
50434,5030,12128,107325,1966,2,15,-212,-144,-289,31007,0,31007,6,32766,18,32766,,32766,,85,-249,-112,-349,70,32766,9205,32766,32766,
50434,5030,12128,107325,1966,2,16,-291,-160,-367,0,0,0,2,32766,0,32766,,32766,,60,-316,-92,-412,72,32766,9217,32766,32766,
50434,5030,12128,107325,1966,2,17,-310,-194,-393,32700,0,32700,3,32766,8,32766,,32766,,84,-340,-120,-423,71,32766,9271,32766,32766,
50434,5030,12128,107325,1966,2,18,-336,-177,-433,0,0,0,3,32766,5,32766,,32766,,73,-357,-126,-464,69,32766,9271,32766,32766,
50434,5030,12128,107325,1966,2,19,-318,-207,-418,0,32700,32700,2,32766,15,32766,,32766,,41,-327,-141,-446,73,32766,9281,32766,32766,
50434,5030,12128,107325,1966,2,20,-329,-244,-402,31001,0,31001,2,32766,18,32766,,32766,,77,-348,-170,-452,74,32766,9332,32766,32766,
50434,5030,12128,107325,1966,2,21,-389,-276,-470,0,0,0,2,32766,15,32766,,32766,,81,-396,-170,-497,71,32766,9384,32766,32766,
50434,5030,12128,107325,1966,2,22,-385,-269,-500,0,0,0,1,32766,13,32766,,32766,,84,-394,-170,-509,71,32766,9351,32766,32766,
50434,5030,12128,107325,1966,2,23,-301,-204,-394,31001,32700,31001,4,32766,10,32766,,32766,,90,-290,-103,-427,73,32766,9240,32766,32766,
50434,5030,12128,107325,1966,2,24,-240,-117,-378,0,0,0,3,32766,10,32766,,32766,,2,-234,-68,-410,70,32766,9185,32766,32766,
50434,5030,12128,107325,1966,2,25,-217,-134,-317,31001,0,31001,5,32766,30,32766,,32766,,91,-238,-43,-333,78,32766,9214,32766,32766,
50434,5030,12128,107325,1966,2,26,-198,-26,-352,0,0,0,7,32766,13,32766,,32766,,76,-205,14,-382,64,32766,9167,32766,32766,
50434,5030,12128,107325,1966,2,27,-165,-70,-283,0,31002,31002,6,32766,23,32766,,32766,,55,-172,11,-312,82,32766,9092,32766,32766,
50434,5030,12128,107325,1966,2,28,-194,-123,-247,0,0,0,8,32766,38,32766,,32766,,81,-206,-114,-277,51,32766,9172,32766,32766,
50434,5030,12128,107325,1966,3,1,-300,-219,-414,0,31004,31004,5,32766,8,32766,,32766,,0,-307,-189,-438,75,32766,9243,32766,32766,
50434,5030,12128,107325,1966,3,2,-301,-205,-369,32700,0,32700,4,32766,13,32766,,32766,,93,-307,-56,-398,72,32766,9251,32766,32766,
50434,5030,12128,107325,1966,3,3,-313,-180,-426,0,0,0,5,32766,8,32766,,32766,,92,-326,-72,-454,70,32766,9277,32766,32766,
50434,5030,12128,107325,1966,3,4,-330,-210,-437,0,0,0,3,32766,10,32766,,32766,,95,-332,-93,-456,73,32766,9316,32766,32766,
50434,5030,12128,107325,1966,3,5,-321,-172,-441,0,0,0,2,32766,5,32766,,32766,,98,-315,-85,-460,71,32766,9315,32766,32766,
50434,5030,12128,107325,1966,3,6,-283,-159,-416,0,0,0,5,32766,13,32766,,32766,,95,-288,-72,-440,70,32766,9378,32766,32766,
50434,5030,12128,107325,1966,3,7,-277,-174,-391,0,0,0,5,32766,30,32766,,32766,,98,-283,-76,-426,73,32766,9360,32766,32766,
50434,5030,12128,107325,1966,3,8,-253,-135,-355,0,0,0,7,32766,28,32766,,32766,,101,-256,-44,-369,71,32766,9273,32766,32766,
50434,5030,12128,107325,1966,3,9,-224,-108,-335,0,0,0,8,32766,20,32766,,32766,,98,-237,14,-362,72,32766,9241,32766,32766,
50434,5030,12128,107325,1966,3,10,-208,-99,-313,0,0,0,9,32766,15,32766,,32766,,98,-207,-26,-342,75,32766,9224,32766,32766,
50434,5030,12128,107325,1966,3,11,-143,12,-278,0,0,0,14,32766,8,32766,,32766,,99,-157,83,-312,66,32766,9135,32766,32766,
50434,5030,12128,107325,1966,3,12,-126,-58,-158,31005,32700,31005,9,32766,45,32766,,32766,,0,-128,-59,-188,66,32766,9079,32766,32766,
50434,5030,12128,107325,1966,3,13,-198,-144,-237,32700,0,32700,11,32766,58,32766,,32766,,98,-210,-62,-296,44,32766,9218,32766,32766,
50434,5030,12128,107325,1966,3,14,-222,-103,-329,31001,32700,31001,7,32766,10,32766,,32766,,84,-224,-8,-360,74,32766,9225,32766,32766,
50434,5030,12128,107325,1966,3,15,-195,-60,-324,0,0,0,9,32766,13,32766,,32766,,99,-200,50,-362,74,32766,9206,32766,32766,
50434,5030,12128,107325,1966,3,16,-170,-77,-264,31003,32700,31003,7,32766,8,32766,,32766,,88,-173,22,-296,77,32766,9208,32766,32766,
50434,5030,12128,107325,1966,3,17,-184,-44,-296,32700,32700,32700,8,32766,0,32766,,32766,,78,-162,60,-312,68,32766,9292,32766,32766,
50434,5030,12128,107325,1966,3,18,-188,-84,-287,0,0,0,9,32766,8,32766,,32766,,95,-170,23,-303,60,32766,9295,32766,32766,
50434,5030,12128,107325,1966,3,19,-187,-92,-268,0,0,0,10,32766,10,32766,,32766,,67,-174,14,-292,65,32766,9233,32766,32766,
50434,5030,12128,107325,1966,3,20,-216,-96,-347,0,0,0,8,32766,15,32766,,32766,,103,-209,-23,-383,73,32766,9183,32766,32766,
50434,5030,12128,107325,1966,3,21,-183,-51,-299,0,0,0,13,32766,30,32766,,32766,,103,-174,19,-335,67,32766,9143,32766,32766,
50434,5030,12128,107325,1966,3,22,-198,-76,-321,0,0,0,12,32766,13,32766,,32766,,106,-177,-1,-359,68,32766,9173,32766,32766,
50434,5030,12128,107325,1966,3,23,-153,-59,-271,31004,32700,31004,10,32766,28,32766,,32766,,71,-148,36,-298,69,32766,9200,32766,32766,
50434,5030,12128,107325,1966,3,24,-144,-64,-257,0,0,0,13,32766,23,32766,,32766,,103,-159,30,-292,70,32766,9283,32766,32766,
50434,5030,12128,107325,1966,3,25,-157,-54,-269,0,0,0,13,32766,23,32766,,32766,,111,-161,33,-305,74,32766,9360,32766,32766,
